event_type,actor,sex_actor,recipient,sex_recipient
JOIN,40,FEMALE,24,FEMALE
LEAVE,20,MALE,24,FEMALE
LEAVE,23,FEMALE,24,FEMALE
JOIN,2,FEMALE,24,FEMALE
LEAVE,23,FEMALE,24,FEMALE
LEAVE,23,FEMALE,24,FEMALE
JOIN,15,FEMALE,24,FEMALE
LEAVE,40,FEMALE,24,FEMALE
LEAVE,23,FEMALE,24,FEMALE
LEAVE,23,FEMALE,24,FEMALE
JOIN,2,FEMALE,24,FEMALE
JOIN,23,FEMALE,24,FEMALE
JOIN,23,FEMALE,24,FEMALE
JOIN,23,FEMALE,24,FEMALE
LEAVE,20,MALE,24,FEMALE
LEAVE,23,FEMALE,24,FEMALE
LEAVE,20,MALE,24,FEMALE
JOIN,23,FEMALE,24,FEMALE
JOIN,39,FEMALE,24,FEMALE
JOIN,4,FEMALE,24,FEMALE
LEAVE,23,FEMALE,24,FEMALE
LEAVE,23,FEMALE,24,FEMALE
LEAVE,4,FEMALE,24,FEMALE
LEAVE,23,FEMALE,24,FEMALE
LEAVE,23,FEMALE,24,FEMALE
JOIN,2,FEMALE,24,FEMALE
LEAVE,2,FEMALE,24,FEMALE
LEAVE,23,FEMALE,24,FEMALE
LEAVE,20,MALE,24,FEMALE
LEAVE,23,FEMALE,24,FEMALE
LEAVE,39,FEMALE,24,FEMALE
LEAVE,2,FEMALE,24,FEMALE
JOIN,23,FEMALE,24,FEMALE
JOIN,23,FEMALE,24,FEMALE
JOIN,23,FEMALE,24,FEMALE
LEAVE,38,MALE,24,FEMALE
LEAVE,39,FEMALE,24,FEMALE
LEAVE,23,FEMALE,24,FEMALE
JOIN,20,MALE,24,FEMALE
LEAVE,2,FEMALE,24,FEMALE
LEAVE,39,FEMALE,24,FEMALE
LEAVE,2,FEMALE,24,FEMALE
LEAVE,2,FEMALE,24,FEMALE
JOIN,4,FEMALE,47,MALE
JOIN,44,FEMALE,47,MALE
LEAVE,44,FEMALE,47,MALE
JOIN,2,FEMALE,47,MALE
LEAVE,2,FEMALE,47,MALE
LEAVE,4,FEMALE,47,MALE
LEAVE,2,FEMALE,47,MALE
LEAVE,2,FEMALE,47,MALE
LEAVE,4,FEMALE,47,MALE
LEAVE,44,FEMALE,47,MALE
JOIN,44,FEMALE,47,MALE
JOIN,50,FEMALE,3,FEMALE
LEAVE,51,MALE,3,FEMALE
LEAVE,37,FEMALE,3,FEMALE
LEAVE,37,FEMALE,3,FEMALE
LEAVE,50,FEMALE,3,FEMALE
JOIN,37,FEMALE,3,FEMALE
JOIN,1,FEMALE,3,FEMALE
LEAVE,37,FEMALE,3,FEMALE
JOIN,58,MALE,3,FEMALE
LEAVE,1,FEMALE,3,FEMALE
LEAVE,51,MALE,3,FEMALE
LEAVE,51,MALE,3,FEMALE
JOIN,5,FEMALE,3,FEMALE
LEAVE,58,MALE,3,FEMALE
JOIN,37,FEMALE,3,FEMALE
JOIN,51,MALE,3,FEMALE
LEAVE,37,FEMALE,3,FEMALE
JOIN,51,MALE,3,FEMALE
JOIN,5,FEMALE,3,FEMALE
LEAVE,50,FEMALE,3,FEMALE
JOIN,51,MALE,3,FEMALE
LEAVE,37,FEMALE,3,FEMALE
JOIN,50,FEMALE,3,FEMALE
LEAVE,37,FEMALE,3,FEMALE
LEAVE,58,MALE,3,FEMALE
JOIN,51,MALE,3,FEMALE
LEAVE,5,FEMALE,3,FEMALE
JOIN,50,FEMALE,3,FEMALE
LEAVE,51,MALE,3,FEMALE
LEAVE,51,MALE,3,FEMALE
JOIN,37,FEMALE,3,FEMALE
LEAVE,37,FEMALE,3,FEMALE
JOIN,37,FEMALE,3,FEMALE
LEAVE,50,FEMALE,3,FEMALE
JOIN,51,MALE,3,FEMALE
LEAVE,51,MALE,3,FEMALE
LEAVE,25,FEMALE,77,MALE
JOIN,56,MALE,31,MALE
JOIN,30,MALE,31,MALE
JOIN,59,FEMALE,22,MALE
LEAVE,59,FEMALE,22,MALE
JOIN,11,MALE,22,MALE
JOIN,59,FEMALE,22,MALE
LEAVE,59,FEMALE,22,MALE
JOIN,59,FEMALE,22,MALE
LEAVE,59,FEMALE,22,MALE
JOIN,59,FEMALE,22,MALE
JOIN,59,FEMALE,22,MALE
JOIN,59,FEMALE,22,MALE
JOIN,60,FEMALE,22,MALE
LEAVE,59,FEMALE,22,MALE
LEAVE,59,FEMALE,22,MALE
JOIN,59,FEMALE,22,MALE
LEAVE,59,FEMALE,22,MALE
LEAVE,59,FEMALE,22,MALE
LEAVE,7,MALE,9,FEMALE
LEAVE,7,MALE,9,FEMALE
LEAVE,10,MALE,9,FEMALE
LEAVE,29,MALE,9,FEMALE
LEAVE,29,MALE,9,FEMALE
LEAVE,28,MALE,64,FEMALE
LEAVE,26,MALE,64,FEMALE
LEAVE,52,FEMALE,66,FEMALE
JOIN,61,MALE,66,FEMALE
JOIN,52,FEMALE,66,FEMALE
JOIN,52,FEMALE,66,FEMALE
LEAVE,62,FEMALE,69,MALE
LEAVE,62,FEMALE,69,MALE
LEAVE,62,FEMALE,69,MALE
JOIN,62,FEMALE,69,MALE
LEAVE,62,FEMALE,69,MALE
LEAVE,62,FEMALE,69,MALE
JOIN,62,FEMALE,69,MALE
JOIN,60,FEMALE,11,MALE
LEAVE,59,FEMALE,11,MALE
JOIN,59,FEMALE,11,MALE
LEAVE,23,FEMALE,81,MALE
LEAVE,20,MALE,81,MALE
LEAVE,25,FEMALE,54,FEMALE
JOIN,25,FEMALE,54,FEMALE
JOIN,53,FEMALE,54,FEMALE
JOIN,25,FEMALE,54,FEMALE
JOIN,1,FEMALE,71,FEMALE
LEAVE,26,MALE,82,MALE
LEAVE,26,MALE,82,MALE
LEAVE,50,FEMALE,51,MALE
LEAVE,58,MALE,51,MALE
LEAVE,58,MALE,51,MALE
LEAVE,3,FEMALE,51,MALE
LEAVE,3,FEMALE,51,MALE
JOIN,58,MALE,51,MALE
JOIN,3,FEMALE,51,MALE
JOIN,50,FEMALE,51,MALE
LEAVE,3,FEMALE,51,MALE
LEAVE,3,FEMALE,51,MALE
LEAVE,3,FEMALE,51,MALE
JOIN,58,MALE,51,MALE
JOIN,58,MALE,51,MALE
JOIN,63,FEMALE,12,FEMALE
JOIN,13,MALE,12,FEMALE
LEAVE,63,FEMALE,12,FEMALE
JOIN,42,FEMALE,12,FEMALE
LEAVE,42,FEMALE,12,FEMALE
LEAVE,63,FEMALE,12,FEMALE
JOIN,42,FEMALE,12,FEMALE
JOIN,14,MALE,12,FEMALE
LEAVE,40,FEMALE,72,FEMALE
JOIN,4,FEMALE,72,FEMALE
JOIN,40,FEMALE,72,FEMALE
LEAVE,40,FEMALE,72,FEMALE
JOIN,15,FEMALE,72,FEMALE
LEAVE,40,FEMALE,72,FEMALE
LEAVE,64,FEMALE,65,FEMALE
LEAVE,64,FEMALE,65,FEMALE
JOIN,64,FEMALE,65,FEMALE
JOIN,64,FEMALE,65,FEMALE
JOIN,64,FEMALE,65,FEMALE
LEAVE,52,FEMALE,65,FEMALE
LEAVE,19,MALE,17,MALE
JOIN,4,FEMALE,17,MALE
JOIN,20,MALE,17,MALE
JOIN,6,MALE,17,MALE
LEAVE,18,MALE,17,MALE
LEAVE,8,MALE,17,MALE
LEAVE,6,MALE,17,MALE
LEAVE,8,MALE,17,MALE
LEAVE,38,MALE,17,MALE
LEAVE,8,MALE,17,MALE
JOIN,2,FEMALE,17,MALE
LEAVE,20,MALE,17,MALE
LEAVE,20,MALE,17,MALE
JOIN,2,FEMALE,17,MALE
JOIN,23,FEMALE,17,MALE
LEAVE,6,MALE,17,MALE
JOIN,66,FEMALE,52,FEMALE
LEAVE,65,FEMALE,52,FEMALE
JOIN,61,MALE,52,FEMALE
JOIN,61,MALE,52,FEMALE
JOIN,66,FEMALE,52,FEMALE
LEAVE,66,FEMALE,52,FEMALE
LEAVE,64,FEMALE,26,MALE
JOIN,68,MALE,26,MALE
LEAVE,67,MALE,26,MALE
JOIN,67,MALE,26,MALE
LEAVE,68,MALE,26,MALE
LEAVE,67,MALE,26,MALE
LEAVE,32,FEMALE,27,FEMALE
LEAVE,42,FEMALE,14,MALE
JOIN,42,FEMALE,14,MALE
JOIN,12,FEMALE,14,MALE
JOIN,13,MALE,14,MALE
JOIN,12,FEMALE,14,MALE
JOIN,6,MALE,14,MALE
JOIN,42,FEMALE,14,MALE
JOIN,45,FEMALE,14,MALE
LEAVE,45,FEMALE,14,MALE
JOIN,16,FEMALE,18,MALE
JOIN,20,MALE,18,MALE
LEAVE,38,MALE,18,MALE
JOIN,59,FEMALE,18,MALE
JOIN,43,FEMALE,18,MALE
LEAVE,19,MALE,18,MALE
JOIN,19,MALE,18,MALE
JOIN,37,FEMALE,18,MALE
LEAVE,6,MALE,18,MALE
JOIN,6,MALE,18,MALE
LEAVE,19,MALE,18,MALE
LEAVE,4,FEMALE,18,MALE
JOIN,19,MALE,18,MALE
JOIN,21,FEMALE,18,MALE
JOIN,8,MALE,18,MALE
JOIN,20,MALE,18,MALE
LEAVE,2,FEMALE,18,MALE
JOIN,38,MALE,18,MALE
LEAVE,20,MALE,18,MALE
JOIN,19,MALE,18,MALE
LEAVE,4,FEMALE,18,MALE
LEAVE,7,MALE,18,MALE
JOIN,4,FEMALE,18,MALE
LEAVE,2,FEMALE,18,MALE
JOIN,43,FEMALE,18,MALE
LEAVE,20,MALE,18,MALE
JOIN,16,FEMALE,18,MALE
LEAVE,38,MALE,18,MALE
JOIN,57,MALE,18,MALE
LEAVE,7,MALE,18,MALE
JOIN,2,FEMALE,18,MALE
LEAVE,43,FEMALE,18,MALE
JOIN,4,FEMALE,18,MALE
JOIN,4,FEMALE,18,MALE
LEAVE,8,MALE,18,MALE
LEAVE,20,MALE,18,MALE
JOIN,21,FEMALE,18,MALE
LEAVE,7,MALE,18,MALE
LEAVE,19,MALE,18,MALE
JOIN,60,FEMALE,18,MALE
JOIN,59,FEMALE,18,MALE
LEAVE,17,MALE,18,MALE
LEAVE,19,MALE,18,MALE
LEAVE,4,FEMALE,18,MALE
LEAVE,59,FEMALE,18,MALE
LEAVE,19,MALE,18,MALE
JOIN,20,MALE,18,MALE
LEAVE,6,MALE,18,MALE
LEAVE,37,FEMALE,18,MALE
LEAVE,21,FEMALE,18,MALE
LEAVE,7,MALE,18,MALE
JOIN,2,FEMALE,18,MALE
JOIN,21,FEMALE,18,MALE
JOIN,19,MALE,18,MALE
JOIN,11,MALE,18,MALE
LEAVE,69,MALE,62,FEMALE
LEAVE,69,MALE,62,FEMALE
JOIN,69,MALE,62,FEMALE
JOIN,69,MALE,62,FEMALE
JOIN,69,MALE,62,FEMALE
JOIN,69,MALE,62,FEMALE
JOIN,69,MALE,62,FEMALE
LEAVE,69,MALE,62,FEMALE
LEAVE,69,MALE,62,FEMALE
JOIN,70,MALE,62,FEMALE
JOIN,70,MALE,62,FEMALE
LEAVE,69,MALE,62,FEMALE
LEAVE,37,FEMALE,1,FEMALE
LEAVE,37,FEMALE,1,FEMALE
LEAVE,3,FEMALE,1,FEMALE
JOIN,37,FEMALE,1,FEMALE
LEAVE,37,FEMALE,1,FEMALE
JOIN,71,FEMALE,1,FEMALE
LEAVE,37,FEMALE,1,FEMALE
LEAVE,37,FEMALE,1,FEMALE
JOIN,37,FEMALE,1,FEMALE
LEAVE,71,FEMALE,1,FEMALE
LEAVE,37,FEMALE,1,FEMALE
JOIN,18,MALE,60,FEMALE
JOIN,11,MALE,60,FEMALE
JOIN,22,MALE,60,FEMALE
JOIN,24,FEMALE,40,FEMALE
JOIN,43,FEMALE,40,FEMALE
LEAVE,2,FEMALE,40,FEMALE
JOIN,25,FEMALE,40,FEMALE
JOIN,44,FEMALE,40,FEMALE
JOIN,72,FEMALE,40,FEMALE
LEAVE,2,FEMALE,40,FEMALE
LEAVE,4,FEMALE,40,FEMALE
LEAVE,23,FEMALE,40,FEMALE
LEAVE,4,FEMALE,40,FEMALE
LEAVE,2,FEMALE,40,FEMALE
LEAVE,24,FEMALE,40,FEMALE
JOIN,15,FEMALE,40,FEMALE
LEAVE,72,FEMALE,40,FEMALE
JOIN,23,FEMALE,40,FEMALE
LEAVE,25,FEMALE,40,FEMALE
JOIN,15,FEMALE,40,FEMALE
JOIN,72,FEMALE,40,FEMALE
LEAVE,72,FEMALE,40,FEMALE
LEAVE,15,FEMALE,40,FEMALE
LEAVE,2,FEMALE,40,FEMALE
JOIN,73,FEMALE,40,FEMALE
JOIN,22,MALE,40,FEMALE
LEAVE,2,FEMALE,40,FEMALE
JOIN,59,FEMALE,40,FEMALE
LEAVE,72,FEMALE,40,FEMALE
LEAVE,2,FEMALE,40,FEMALE
JOIN,4,FEMALE,40,FEMALE
JOIN,2,FEMALE,40,FEMALE
LEAVE,23,FEMALE,39,FEMALE
LEAVE,23,FEMALE,39,FEMALE
LEAVE,23,FEMALE,39,FEMALE
LEAVE,24,FEMALE,39,FEMALE
LEAVE,23,FEMALE,39,FEMALE
LEAVE,4,FEMALE,39,FEMALE
LEAVE,4,FEMALE,39,FEMALE
LEAVE,24,FEMALE,39,FEMALE
JOIN,20,MALE,39,FEMALE
JOIN,2,FEMALE,39,FEMALE
JOIN,4,FEMALE,39,FEMALE
JOIN,23,FEMALE,39,FEMALE
LEAVE,2,FEMALE,39,FEMALE
LEAVE,24,FEMALE,39,FEMALE
JOIN,24,FEMALE,39,FEMALE
JOIN,20,MALE,39,FEMALE
LEAVE,4,FEMALE,39,FEMALE
LEAVE,20,MALE,39,FEMALE
LEAVE,24,FEMALE,39,FEMALE
LEAVE,4,FEMALE,39,FEMALE
LEAVE,24,FEMALE,39,FEMALE
JOIN,4,FEMALE,39,FEMALE
JOIN,20,MALE,39,FEMALE
LEAVE,23,FEMALE,39,FEMALE
JOIN,4,FEMALE,39,FEMALE
LEAVE,23,FEMALE,39,FEMALE
LEAVE,23,FEMALE,39,FEMALE
LEAVE,4,FEMALE,39,FEMALE
LEAVE,24,FEMALE,39,FEMALE
JOIN,20,MALE,39,FEMALE
LEAVE,4,FEMALE,39,FEMALE
LEAVE,20,MALE,39,FEMALE
JOIN,67,MALE,28,MALE
JOIN,74,FEMALE,34,FEMALE
JOIN,33,FEMALE,34,FEMALE
LEAVE,74,FEMALE,34,FEMALE
LEAVE,53,FEMALE,15,FEMALE
JOIN,2,FEMALE,15,FEMALE
LEAVE,40,FEMALE,15,FEMALE
JOIN,72,FEMALE,15,FEMALE
LEAVE,40,FEMALE,15,FEMALE
JOIN,43,FEMALE,15,FEMALE
JOIN,6,MALE,15,FEMALE
JOIN,59,FEMALE,15,FEMALE
JOIN,4,FEMALE,15,FEMALE
LEAVE,40,FEMALE,15,FEMALE
JOIN,25,FEMALE,15,FEMALE
LEAVE,40,FEMALE,15,FEMALE
LEAVE,4,FEMALE,15,FEMALE
JOIN,22,MALE,15,FEMALE
JOIN,12,FEMALE,63,FEMALE
JOIN,14,MALE,63,FEMALE
JOIN,42,FEMALE,63,FEMALE
LEAVE,12,FEMALE,63,FEMALE
LEAVE,15,FEMALE,63,FEMALE
LEAVE,12,FEMALE,63,FEMALE
LEAVE,42,FEMALE,63,FEMALE
LEAVE,12,FEMALE,63,FEMALE
JOIN,12,FEMALE,63,FEMALE
JOIN,12,FEMALE,63,FEMALE
JOIN,42,FEMALE,63,FEMALE
LEAVE,2,FEMALE,46,FEMALE
LEAVE,45,FEMALE,46,FEMALE
JOIN,45,FEMALE,46,FEMALE
JOIN,45,FEMALE,46,FEMALE
LEAVE,27,FEMALE,32,FEMALE
JOIN,18,MALE,21,FEMALE
JOIN,18,MALE,21,FEMALE
JOIN,6,MALE,21,FEMALE
JOIN,8,MALE,21,FEMALE
LEAVE,2,FEMALE,21,FEMALE
JOIN,6,MALE,21,FEMALE
LEAVE,16,FEMALE,21,FEMALE
LEAVE,4,FEMALE,21,FEMALE
LEAVE,15,FEMALE,21,FEMALE
JOIN,2,FEMALE,21,FEMALE
LEAVE,8,MALE,21,FEMALE
JOIN,19,MALE,21,FEMALE
JOIN,43,FEMALE,21,FEMALE
JOIN,6,MALE,21,FEMALE
LEAVE,19,MALE,21,FEMALE
JOIN,16,FEMALE,21,FEMALE
JOIN,16,FEMALE,21,FEMALE
JOIN,18,MALE,21,FEMALE
LEAVE,6,MALE,21,FEMALE
JOIN,16,FEMALE,21,FEMALE
JOIN,18,MALE,21,FEMALE
JOIN,16,FEMALE,21,FEMALE
LEAVE,16,FEMALE,21,FEMALE
JOIN,43,FEMALE,21,FEMALE
LEAVE,4,FEMALE,21,FEMALE
LEAVE,19,MALE,21,FEMALE
JOIN,16,FEMALE,21,FEMALE
JOIN,19,MALE,21,FEMALE
LEAVE,16,FEMALE,21,FEMALE
JOIN,16,FEMALE,21,FEMALE
LEAVE,43,FEMALE,21,FEMALE
JOIN,4,FEMALE,21,FEMALE
LEAVE,2,FEMALE,21,FEMALE
LEAVE,16,FEMALE,21,FEMALE
LEAVE,16,FEMALE,21,FEMALE
LEAVE,18,MALE,21,FEMALE
LEAVE,43,FEMALE,21,FEMALE
JOIN,16,FEMALE,21,FEMALE
LEAVE,16,FEMALE,21,FEMALE
LEAVE,16,FEMALE,21,FEMALE
JOIN,16,FEMALE,21,FEMALE
JOIN,6,MALE,21,FEMALE
JOIN,16,FEMALE,21,FEMALE
